Date,Units Sold,Inventory Level,Units Ordered,Demand,Price,Competitor Pricing,Discount,Promotion,Epidemic,Seasonality,Weather_Cloudy,Weather_Rainy,Weather_Snowy,Weather_Sunny,DayOfWeek,DayOfMonth,WeekOfYear,Month,IsWeekend,UnitsSold_Lag_1,UnitsSold_Lag_7,UnitsSold_Lag_14,UnitsSold_Lag_21,UnitsSold_Lag_28,UnitsSold_RollingMean_7,UnitsSold_RollingMean_14,UnitsSold_RollingMean_28,UnitsSold_RollingStd_7,UnitsSold_RollingStd_14,UnitsSold_RollingStd_28
2022-01-29,494,1328,1089,662,54.51,52.13,3.0,0.0,0,Winter,20.0,0.0,0.0,80.0,5,29,4,1,1,339.0,494.0,544.0,378.0,509.0,444.8571428571428,474.7857142857143,440.6785714285714,78.94181099904863,79.69381654560408,105.33264893287804
2022-01-30,422,1472,683,504,45.13,47.62,4.0,0.0,0,Winter,40.0,0.0,60.0,0.0,6,30,4,1,1,494.0,429.0,471.0,493.0,258.0,444.8571428571428,471.2142857142857,440.1428571428572,78.94181099904864,77.44196692852167,105.0099516574022
2022-01-31,455,1510,441,548,49.39,45.19,5.0,0.0,0,Winter,60.0,0.0,0.0,40.0,0,31,5,1,0,422.0,397.0,609.0,267.0,208.0,443.8571428571428,467.7142857142857,446.0,79.22000709296557,78.55172580137007,98.86841236190132
2022-02-01,494,1828,141,527,43.02,45.15,4.0,0.0,0,Winter,0.0,0.0,100.0,0.0,1,1,5,2,0,455.0,577.0,545.0,280.0,375.0,452.1428571428572,456.7142857142857,454.82142857142856,76.48840559507163,67.20854864516131,87.17417795188724
2022-02-02,743,2006,341,752,47.09,47.82,17.0,100.0,0,Winter,40.0,0.0,0.0,60.0,2,2,5,2,0,494.0,482.0,392.0,487.0,431.0,440.2857142857143,453.07142857142856,459.07142857142856,58.13981506023293,63.3251247813333,86.03183242542376
2022-02-03,649,1730,1233,769,45.31,48.76,22.0,100.0,0,Winter,80.0,0.0,0.0,20.0,3,3,5,2,0,743.0,396.0,441.0,465.0,465.0,477.57142857142856,478.1428571428572,470.2142857142857,129.3868323321673,97.53094746943512,101.13993135396976
2022-02-04,571,1439,728,665,51.57,50.15,6.0,0.0,0,Winter,20.0,0.0,40.0,40.0,4,4,5,2,0,649.0,339.0,531.0,636.0,440.0,513.7142857142857,493.0,476.7857142857143,137.86190467966398,106.83632341109458,106.61782115743968
2022-02-05,509,976,155,592,46.04,47.98,7.0,0.0,0,Winter,40.0,0.0,0.0,60.0,5,5,5,2,1,571.0,494.0,494.0,544.0,378.0,546.8571428571429,495.8571428571428,481.4642857142857,114.82077130819808,108.45336264096132,107.81138610343984
2022-02-06,636,1987,735,710,49.47,52.45,5.0,0.0,0,Winter,40.0,0.0,20.0,40.0,6,6,5,2,1,509.0,422.0,429.0,471.0,493.0,549.0,496.9285714285714,486.1428571428572,113.80538944473004,108.50768443947912,105.98207894828758
2022-02-07,562,1905,960,601,42.78,43.24,17.0,100.0,0,Winter,0.0,0.0,60.0,40.0,0,7,6,2,0,636.0,455.0,397.0,609.0,267.0,579.5714285714286,511.7142857142857,491.25,102.14998310141348,112.56685437239815,109.70486501248436
2022-02-08,459,1488,0,482,42.08,43.49,5.0,0.0,0,Winter,0.0,0.0,60.0,40.0,1,8,6,2,0,562.0,494.0,577.0,545.0,280.0,594.8571428571429,523.5,501.7857142857143,87.33351508523445,108.18484893210103,101.207288986097
2022-02-09,634,1853,959,707,51.54,52.65,6.0,0.0,0,Winter,20.0,0.0,0.0,80.0,2,9,6,2,0,459.0,743.0,482.0,392.0,487.0,589.8571428571429,515.0714285714286,508.1785714285714,94.75658037207516,108.29266917849144,91.9049644294175
2022-02-10,516,1881,125,589,51.11,52.43,3.0,0.0,0,Winter,40.0,0.0,20.0,40.0,3,10,6,2,0,634.0,649.0,396.0,441.0,465.0,574.2857142857143,525.9285714285714,513.4285714285714,71.49758570682488,112.26854089514686,94.80327724114493
2022-02-11,485,1779,820,613,38.2,42.26,19.0,100.0,0,Winter,20.0,0.0,20.0,60.0,4,11,6,2,0,516.0,571.0,339.0,531.0,636.0,555.2857142857143,534.5,515.25,65.77667845499214,105.99110993199086,94.32710030448229
2022-02-12,524,2080,416,552,43.86,44.1,8.0,0.0,0,Winter,20.0,0.0,40.0,40.0,5,12,6,2,1,485.0,509.0,494.0,494.0,544.0,543.0,544.9285714285714,509.8571428571428,70.23294573536455,91.46286702239344,91.44021089932032
2022-02-13,239,1721,0,293,38.16,39.89,7.0,0.0,0,Winter,40.0,0.0,60.0,0.0,6,13,6,2,1,524.0,636.0,422.0,429.0,471.0,545.1428571428571,547.0714285714286,509.1428571428572,69.24456313537922,90.5245094611774,91.24152493802306
2022-02-14,420,2310,382,479,36.11,35.96,20.0,100.0,0,Winter,40.0,0.0,40.0,20.0,0,14,7,2,0,239.0,562.0,455.0,397.0,609.0,488.4285714285714,534.0,500.8571428571428,123.64041564533966,118.77710217040988,104.416443392761
2022-02-15,275,1984,0,367,40.79,41.89,6.0,0.0,0,Winter,20.0,0.0,80.0,0.0,1,15,7,2,0,420.0,459.0,494.0,577.0,545.0,468.1428571428572,531.5,494.1071428571428,121.18227121630795,120.91685000604592,103.26927738099876
2022-02-16,300,1709,77,327,40.98,40.77,6.0,0.0,0,Winter,40.0,0.0,20.0,40.0,2,16,7,2,0,275.0,634.0,743.0,482.0,392.0,441.8571428571428,515.8571428571429,484.4642857142857,141.71265360043236,138.9609005012988,110.68088333812642
2022-02-17,398,1774,94,398,41.24,40.58,4.0,0.0,0,Winter,40.0,0.0,20.0,40.0,3,17,7,2,0,300.0,516.0,649.0,396.0,441.0,394.1428571428572,484.2142857142857,481.1785714285714,120.94272552387255,133.59363099249248,114.8158117809592
2022-02-18,330,1470,440,360,43.91,44.09,4.0,0.0,0,Winter,0.0,0.0,0.0,100.0,4,18,7,2,0,398.0,485.0,571.0,339.0,531.0,377.2857142857143,466.2857142857143,479.6428571428572,108.73471430614056,126.42810579165514,115.65760908683248
2022-02-19,300,1221,50,318,40.16,45.42,6.0,0.0,0,Winter,40.0,0.0,0.0,60.0,5,19,7,2,1,330.0,524.0,509.0,494.0,494.0,355.1428571428572,449.07142857142856,472.4642857142857,98.4385232373117,127.47637143692666,118.55346727605492
2022-02-20,513,1157,893,535,41.11,41.19,16.0,100.0,0,Winter,40.0,0.0,20.0,40.0,6,20,7,2,1,300.0,239.0,636.0,422.0,429.0,323.1428571428572,434.1428571428572,465.5357142857143,65.19311970708824,132.07332295873627,122.83969745095146
2022-02-21,398,988,209,407,42.92,41.08,15.0,100.0,0,Winter,40.0,0.0,40.0,20.0,0,21,8,2,0,513.0,420.0,562.0,455.0,397.0,362.2857142857143,425.3571428571428,468.5357142857143,85.38289111548052,121.26107063995134,122.9400583069162
2022-02-22,235,590,268,375,42.95,46.77,6.0,0.0,0,Winter,20.0,0.0,20.0,60.0,1,22,8,2,0,398.0,275.0,459.0,494.0,577.0,359.1428571428572,413.6428571428572,468.57142857142856,83.28350891468708,114.7945369531396,122.9186507776372
2022-02-23,753,1286,1689,849,54.35,49.68,16.0,100.0,0,Winter,0.0,0.0,40.0,60.0,2,23,8,2,0,235.0,300.0,634.0,743.0,482.0,353.42857142857144,397.6428571428572,456.3571428571428,91.0308686524464,123.28304340503934,128.6056891448559
2022-02-24,465,658,137,571,43.85,46.67,12.0,100.0,0,Winter,20.0,0.0,80.0,0.0,3,24,8,2,0,753.0,398.0,516.0,649.0,396.0,418.1428571428572,406.1428571428572,466.0357142857143,171.85597513754396,143.30862722586753,140.27498975698686
2022-02-25,350,1046,532,475,42.54,44.8,6.0,0.0,0,Winter,40.0,0.0,60.0,0.0,4,25,8,2,0,465.0,330.0,485.0,571.0,339.0,427.7142857142857,402.5,468.5,172.4120203521341,140.92974245237352,139.6035391677022
2022-02-26,622,1909,581,626,48.59,48.77,5.0,0.0,0,Winter,80.0,0.0,20.0,0.0,5,26,8,2,1,350.0,300.0,524.0,509.0,494.0,430.57142857142856,392.8571428571428,468.8928571428572,170.6798730009458,139.46152330846135,139.24062287350296
2022-02-27,581,1397,1682,858,49.75,53.68,14.0,100.0,0,Winter,0.0,0.0,40.0,60.0,6,27,8,2,1,622.0,513.0,239.0,636.0,422.0,476.57142857142856,399.8571428571428,473.4642857142857,172.99986237263988,148.70355494320663,142.16591302206322
2022-02-28,437,1474,0,498,46.02,48.03,7.0,0.0,0,Winter,40.0,0.0,60.0,0.0,0,28,9,2,0,581.0,398.0,420.0,562.0,455.0,486.2857142857143,424.2857142857143,479.1428571428572,177.2434430246661,148.33663823128208,143.20581259817905
2022-03-01,460,1856,0,496,44.35,48.51,6.0,0.0,0,Spring,0.0,20.0,0.0,80.0,1,1,9,3,0,437.0,235.0,275.0,459.0,494.0,491.8571428571428,425.5,478.5,174.59899634250334,148.36843433726838,143.35852491800648
2022-03-02,361,2507,108,446,43.55,41.61,5.0,0.0,0,Spring,80.0,20.0,0.0,0.0,2,2,9,3,0,460.0,753.0,300.0,634.0,743.0,524.0,438.7142857142857,477.2857142857143,135.84059285304468,142.03652215671022,143.3663675480249
2022-03-03,607,2254,1253,716,48.69,54.52,5.0,0.0,0,Spring,0.0,40.0,0.0,60.0,3,3,9,3,0,361.0,465.0,398.0,516.0,649.0,468.0,443.07142857142856,463.6428571428572,102.3816389788714,138.34153071611982,135.08055601661044
2022-03-04,579,1774,120,615,48.12,48.02,3.0,0.0,0,Spring,60.0,0.0,0.0,40.0,4,4,9,3,0,607.0,350.0,330.0,485.0,571.0,488.2857142857143,458.0,462.1428571428572,114.98074372942366,144.25404940323432,133.16564852502302
2022-03-05,674,1315,742,750,43.82,46.55,15.0,100.0,0,Spring,20.0,20.0,0.0,60.0,5,5,9,3,1,579.0,622.0,300.0,524.0,509.0,521.0,475.7857142857143,462.4285714285714,100.77863530199905,142.59904982498657,133.4162044051757
2022-03-06,488,1925,115,608,48.46,52.84,3.0,0.0,0,Spring,20.0,60.0,0.0,20.0,6,6,9,3,1,674.0,581.0,513.0,239.0,636.0,528.4285714285714,502.5,468.32142857142856,110.87509059426156,142.16607298400092,139.07340283340088
2022-03-07,572,1437,379,707,43.51,44.83,15.0,100.0,0,Spring,40.0,20.0,0.0,40.0,0,7,10,3,0,488.0,437.0,398.0,420.0,562.0,515.1428571428571,500.7142857142857,463.0357142857143,109.0831923677651,142.18104848906736,135.2236781103559
2022-03-08,587,1735,900,582,47.33,46.76,7.0,0.0,0,Spring,80.0,0.0,0.0,20.0,1,8,10,3,0,572.0,460.0,235.0,275.0,459.0,534.4285714285714,513.1428571428571,463.3928571428572,104.81548413419512,140.101533041004,135.5076434322856
2022-03-09,387,1356,139,539,45.14,42.73,4.0,0.0,0,Spring,0.0,40.0,0.0,60.0,2,9,10,3,0,587.0,361.0,753.0,300.0,634.0,552.5714285714286,538.2857142857143,467.9642857142857,100.6956754166685,115.82840662039574,137.49841268925076
2022-03-10,501,1108,145,560,45.18,45.91,5.0,0.0,0,Spring,0.0,100.0,0.0,0.0,3,10,10,3,0,387.0,607.0,465.0,398.0,516.0,556.2857142857143,512.1428571428571,459.1428571428572,92.6061810134981,104.37643201623403,134.33863079869374
2022-03-11,688,1652,1696,706,47.78,46.02,17.0,100.0,0,Spring,20.0,80.0,0.0,0.0,4,11,10,3,0,501.0,579.0,350.0,330.0,485.0,541.1428571428571,514.7142857142857,458.6071428571428,91.59226417740128,103.56597939435542,134.13325029976298
2022-03-12,562,1070,930,854,41.37,45.19,21.0,100.0,0,Spring,40.0,0.0,0.0,60.0,5,12,10,3,1,688.0,674.0,622.0,300.0,524.0,556.7142857142857,538.8571428571429,465.8571428571428,107.06028564273858,101.59259296353696,140.9267512090917
2022-03-13,695,1033,228,849,42.01,46.02,22.0,100.0,0,Spring,0.0,20.0,0.0,80.0,6,13,10,3,1,562.0,488.0,581.0,513.0,239.0,540.7142857142857,534.5714285714286,467.2142857142857,94.20848207692396,99.04910537064548,141.68832700890368
2022-03-14,453,1866,598,512,44.55,46.92,6.0,0.0,0,Spring,80.0,20.0,0.0,0.0,0,14,11,3,0,695.0,572.0,437.0,398.0,420.0,570.2857142857143,542.7142857142857,483.5,106.57972647383797,107.48626285854698,140.68865020425886
2022-03-15,496,2108,130,647,48.43,50.1,8.0,0.0,0,Spring,0.0,40.0,0.0,60.0,1,15,11,3,0,453.0,587.0,460.0,235.0,275.0,553.2857142857143,543.8571428571429,484.6785714285714,115.38733940618488,106.35489004913026,140.27461256840792
2022-03-16,842,1915,1656,937,51.09,48.55,14.0,100.0,0,Spring,40.0,40.0,0.0,20.0,2,16,11,3,0,496.0,387.0,361.0,753.0,300.0,540.2857142857143,546.4285714285714,492.57142857142856,116.08002165993696,104.5920384421991,134.12222965180865
2022-03-17,440,1686,227,592,50.12,50.48,3.0,0.0,0,Spring,60.0,20.0,0.0,20.0,3,17,11,3,0,842.0,501.0,607.0,465.0,398.0,605.2857142857143,580.7857142857143,511.9285714285714,140.7168721057931,117.2329558360868,144.0449848899908
2022-03-18,538,1434,174,630,47.21,43.29,15.0,100.0,0,Spring,0.0,80.0,0.0,20.0,4,18,11,3,0,440.0,688.0,579.0,350.0,330.0,596.5714285714286,568.8571428571429,513.4285714285714,149.84420480714545,122.72787730638797,143.02976343234727
2022-03-19,598,2577,522,615,46.9,51.04,6.0,0.0,0,Spring,40.0,60.0,0.0,0.0,5,19,11,3,1,538.0,562.0,674.0,622.0,300.0,575.1428571428571,565.9285714285714,520.8571428571429,145.2451130232714,122.95619250255444,138.47923076944554
2022-03-20,452,1979,323,520,48.04,47.09,5.0,0.0,0,Spring,0.0,40.0,0.0,60.0,6,20,11,3,1,598.0,695.0,488.0,581.0,513.0,580.2857142857143,560.5,531.5,145.33950401928396,119.44535280910787,132.18491537180725
2022-03-21,311,1589,85,371,40.26,42.65,5.0,0.0,0,Spring,0.0,0.0,0.0,100.0,0,21,12,3,0,452.0,453.0,572.0,437.0,398.0,545.5714285714286,557.9285714285714,529.3214285714286,142.36321756087747,121.4960995168246,133.00126804503518
2022-03-22,514,2146,128,519,37.96,35.74,19.0,100.0,0,Spring,20.0,80.0,0.0,0.0,1,22,12,3,0,311.0,496.0,587.0,460.0,235.0,525.2857142857143,539.2857142857143,526.2142857142857,165.92037677323253,138.06544076656505,137.1347963900934
2022-03-23,594,1760,790,721,42.63,46.66,16.0,100.0,0,Spring,0.0,40.0,0.0,60.0,2,23,12,3,0,514.0,842.0,387.0,361.0,753.0,527.8571428571429,534.0714285714286,536.1785714285714,165.52988508768703,137.5021478353724,124.77002654407632
2022-03-24,469,1367,724,581,47.46,53.2,4.0,0.0,0,Spring,0.0,20.0,0.0,80.0,3,24,12,3,0,594.0,440.0,501.0,607.0,465.0,492.4285714285714,548.8571428571429,530.5,101.08059019557476,131.46795874213657,117.96939339412476
2022-03-25,354,1051,301,495,47.34,51.57,4.0,0.0,0,Spring,80.0,0.0,0.0,20.0,4,25,12,3,0,469.0,538.0,688.0,579.0,350.0,496.57142857142856,546.5714285714286,530.6428571428571,99.14947830230405,132.63699117731588,117.8895321856092
2022-03-26,607,1544,179,633,48.24,48.92,3.0,0.0,0,Spring,60.0,0.0,0.0,40.0,5,26,12,3,1,354.0,598.0,562.0,674.0,622.0,470.2857142857143,522.7142857142857,530.7857142857143,110.1191994850948,135.2538516849126,117.6647331106029
2022-03-27,647,1429,1342,714,46.31,49.35,17.0,100.0,0,Spring,0.0,20.0,0.0,80.0,6,27,12,3,1,607.0,452.0,695.0,488.0,581.0,471.57142857142856,525.9285714285714,530.25,111.89706153850685,136.7853255094464,117.26753995000458
2022-03-28,551,1202,431,577,49.32,46.16,3.0,0.0,0,Spring,0.0,100.0,0.0,0.0,0,28,13,3,0,647.0,311.0,453.0,572.0,437.0,499.4285714285714,522.5,532.6071428571429,129.15476135610484,132.7639605870854,118.97629371269076
2022-03-29,542,1155,102,609,49.39,45.1,7.0,0.0,0,Spring,40.0,20.0,0.0,40.0,1,29,13,3,0,551.0,514.0,496.0,587.0,460.0,533.7142857142857,529.5,536.6785714285714,99.17276891989106,131.39415160852104,117.52511270533674
2022-03-30,596,1569,974,586,47.9,53.04,6.0,0.0,0,Spring,80.0,20.0,0.0,0.0,2,30,13,3,0,542.0,594.0,842.0,387.0,361.0,537.7142857142857,532.7857142857143,539.6071428571429,98.80909925324748,131.06673495204248,116.56132999753234
2022-03-31,498,1394,521,525,48.4,48.73,6.0,0.0,0,Spring,20.0,60.0,0.0,20.0,3,31,13,3,0,596.0,469.0,440.0,501.0,607.0,538.0,515.2142857142857,548.0,99.0016834873698,98.98731742495572,111.57857221607448
2022-04-01,712,1202,1856,931,59.0,54.27,12.0,100.0,0,Spring,40.0,20.0,0.0,40.0,4,1,13,4,0,498.0,354.0,538.0,688.0,579.0,542.1428571428571,519.3571428571429,544.1071428571429,96.2001881000043,96.78652730691294,111.34508896210382
2022-04-02,302,1284,115,455,41.15,45.86,7.0,0.0,0,Spring,0.0,60.0,0.0,40.0,5,2,13,4,1,712.0,607.0,598.0,562.0,674.0,593.2857142857143,531.7857142857143,548.8571428571429,71.49758570682509,109.6779751899085,115.64271743278114
